3,000	45,200
3,200	41,400
3,400	39,000
3,600	105,400
3,800	379,000
4,000	625,200
4,200	749,000
4,400	850,400
4,600	873,400
4,800	910,000
5,000	916,400
5,200	943,000
5,400	911,400
5,600	891,000
5,800	839,400
6,000	760,200
6,200	777,600
6,400	1437,800
6,600	1135,400
6,800	634,000
7,000	644,400
7,200	2272,000
7,400	2094,200
7,600	433,600
7,800	418,200
8,000	385,000
8,200	379,000
8,400	370,400
8,600	331,000
8,800	307,800
9,000	266,800
9,200	234,800
9,400	214,400
9,600	188,600
9,800	179,000
10,000	161,800
10,200	149,200
10,400	135,600
10,600	135,400
10,800	131,600
11,000	117,200
11,200	112,200
11,400	120,000
11,600	117,400
11,800	111,200
12,000	100,000
12,200	93,400
12,400	86,600
12,600	83,800
12,800	139,800
13,000	309,000
13,200	89,400
13,400	80,400
13,600	87,000
13,800	92,400
14,000	90,800
14,200	96,000
14,400	163,600
14,600	848,200
14,800	346,400
15,000	76,400
15,200	70,800
15,400	61,800
15,600	59,200
15,800	65,400
16,000	54,200
16,200	55,400
16,400	59,600
16,600	58,600
16,800	47,800
17,000	54,800
17,200	53,600
17,400	46,200
17,600	40,000
17,800	46,200
18,000	43,200
