  Hz	 Vrms	dBV	deg
100.0	0.298	-10.520
110.0	0.298	-10.510
120.0	0.299	-10.500
130.0	0.297	-10.533
140.0	0.298	-10.522
150.0	0.298	-10.524
160.0	0.297	-10.536
170.0	0.299	-10.499
180.0	0.298	-10.509
190.0	0.299	-10.497
200.0	0.299	-10.489
210.0	0.300	-10.466
220.0	0.297	-10.537
230.0	0.297	-10.536
240.0	0.299	-10.496
250.0	0.298	-10.527
260.0	0.298	-10.525
270.0	0.298	-10.516
280.0	0.297	-10.534
290.0	0.298	-10.518
300.0	0.299	-10.500
310.0	0.298	-10.513
320.0	0.298	-10.520
330.0	0.298	-10.510
340.0	0.298	-10.524
350.0	0.298	-10.514
360.0	0.297	-10.541
370.0	0.298	-10.530
380.0	0.297	-10.538
390.0	0.297	-10.534
400.0	0.298	-10.507
410.0	0.297	-10.541
420.0	0.297	-10.535
430.0	0.298	-10.514
440.0	0.297	-10.539
450.0	0.297	-10.538
460.0	0.298	-10.527
470.0	0.298	-10.526
480.0	0.297	-10.536
490.0	0.297	-10.555
500.0	0.296	-10.567
510.0	0.297	-10.540
520.0	0.297	-10.555
530.0	0.299	-10.481
540.0	0.298	-10.525
550.0	0.297	-10.554
560.0	0.295	-10.611
570.0	0.299	-10.500
580.0	0.296	-10.560
590.0	0.298	-10.526
600.0	0.294	-10.620
610.0	0.296	-10.562
620.0	0.297	-10.558
630.0	0.296	-10.570
640.0	0.296	-10.576
650.0	0.297	-10.548
660.0	0.296	-10.587
670.0	0.296	-10.574
680.0	0.294	-10.623
690.0	0.294	-10.636
700.0	0.296	-10.583
710.0	0.296	-10.574
720.0	0.297	-10.539
730.0	0.296	-10.583
740.0	0.296	-10.561
750.0	0.297	-10.552
760.0	0.294	-10.618
770.0	0.296	-10.573
780.0	0.295	-10.617
790.0	0.295	-10.618
800.0	0.296	-10.588
810.0	0.295	-10.604
820.0	0.295	-10.617
830.0	0.293	-10.654
840.0	0.295	-10.594
850.0	0.294	-10.623
860.0	0.293	-10.657
870.0	0.294	-10.630
880.0	0.293	-10.650
890.0	0.293	-10.662
900.0	0.295	-10.607
910.0	0.292	-10.679
920.0	0.294	-10.639
930.0	0.293	-10.671
940.0	0.292	-10.678
950.0	0.292	-10.686
960.0	0.293	-10.658
970.0	0.292	-10.704
980.0	0.293	-10.670
990.0	0.294	-10.647
1000.0	0.291	-10.717
1010.0	0.291	-10.709
1110.0	0.290	-10.741
1210.0	0.289	-10.771
1310.0	0.286	-10.870
1410.0	0.284	-10.931
1510.0	0.281	-11.019
1610.0	0.277	-11.145
1710.0	0.274	-11.244
1810.0	0.270	-11.385
1910.0	0.265	-11.534
2010.0	0.260	-11.704
2110.0	0.254	-11.918
2210.0	0.247	-12.133
2310.0	0.241	-12.365
2410.0	0.231	-12.727
2510.0	0.224	-13.004
2610.0	0.213	-13.431
2710.0	0.202	-13.892
2810.0	0.191	-14.360
2910.0	0.178	-14.987
3010.0	0.164	-15.696
3110.0	0.150	-16.492
3210.0	0.133	-17.514
3310.0	0.117	-18.650
3410.0	0.099	-20.061
3510.0	0.082	-21.692
3610.0	0.064	-23.868
3710.0	0.046	-26.782
3810.0	0.029	-30.737
3910.0	0.016	-36.176
4010.0	0.016	-35.963
4110.0	0.029	-30.774
4210.0	0.044	-27.144
4310.0	0.059	-24.628
4410.0	0.073	-22.749
4510.0	0.086	-21.271
4610.0	0.099	-20.053
4710.0	0.111	-19.083
4810.0	0.123	-18.224
4910.0	0.133	-17.522
5010.0	0.142	-16.963
5110.0	0.155	-16.206
5210.0	0.164	-15.683
5310.0	0.170	-15.367
5410.0	0.179	-14.948
5510.0	0.186	-14.603
5610.0	0.192	-14.328
5710.0	0.198	-14.046
5810.0	0.204	-13.827
5910.0	0.208	-13.638
6010.0	0.212	-13.490
6110.0	0.217	-13.252
6210.0	0.221	-13.120
6310.0	0.225	-12.975
6410.0	0.229	-12.821
6510.0	0.230	-12.763
6610.0	0.236	-12.544
6710.0	0.238	-12.482
6810.0	0.242	-12.341
6910.0	0.244	-12.269
7010.0	0.245	-12.200
7110.0	0.246	-12.164
7210.0	0.251	-12.019
7310.0	0.252	-11.966
7410.0	0.253	-11.924
7510.0	0.256	-11.838
7610.0	0.257	-11.790
7710.0	0.259	-11.718
7810.0	0.259	-11.745
7910.0	0.261	-11.660
8010.0	0.264	-11.573
8110.0	0.263	-11.584
8210.0	0.265	-11.524
8310.0	0.268	-11.446
8410.0	0.268	-11.436
8510.0	0.269	-11.406
8610.0	0.270	-11.378
8710.0	0.272	-11.295
8810.0	0.272	-11.308
8910.0	0.272	-11.293
9010.0	0.273	-11.277
9110.0	0.275	-11.205
9210.0	0.276	-11.187
9310.0	0.277	-11.164
9410.0	0.277	-11.140
9510.0	0.278	-11.127
9610.0	0.277	-11.158
9710.0	0.279	-11.089
9810.0	0.279	-11.094
9910.0	0.279	-11.095
10010	0.280	-11.042
11010	0.285	-10.902
12010	0.288	-10.815
13010	0.292	-10.701
14010	0.293	-10.660
15010	0.294	-10.634
16010	0.297	-10.555
17010	0.296	-10.567
18010	0.298	-10.527
19010	0.298	-10.505
20010	0.298	-10.519
21010	0.299	-10.479
22010	0.300	-10.457
23010	0.300	-10.451
24010	0.302	-10.402
25010	0.301	-10.427
26010	0.301	-10.432
27010	0.301	-10.421
28010	0.302	-10.405
29010	0.302	-10.408
30010	0.302	-10.411
31010	0.303	-10.368
32010	0.302	-10.396
33010	0.302	-10.414
34010	0.303	-10.374
35010	0.303	-10.370
36010	0.303	-10.360
37010	0.304	-10.350
